RSO_Identifier,RSO_Weight,RSO_Density,RSO_Visibility,RSO_MRP,Orbit_Establishment_Year,Orbit_Height,Stealth_Type,RSO_Type,Survivability
FDH38,6.425,1,0.010436256,115.5808,2004,1,2,1,3749.7856
FDO56,10.195,2,0.044974051,115.5808,2004,1,2,1,1874.8928
FDX01,12.67892282,1,0.024047319,115.515,1985,2,2,3,1980.755
FDJ07,12.67892282,1,0.014353676,115.515,1985,2,2,3,1631.21
FDZ44,8.185,1,0.038948125,115.4808,2007,1,2,1,820.2656
NCD07,9.1,3,0.066637263,115.4518,2007,1,2,1,2390.8878
FDG46,12.68194976,2,0.057620562,115.4518,1985,1,1,4,113.8518
FDY10,17.6,1,0.049345425,115.4176,2007,1,2,1,1145.176
FDB29,16.7,2,0.052517969,115.4176,2002,1,2,1,687.1056
FDO33,14.75,1,0.089686322,115.3518,2009,2,2,2,1821.6288
FDU45,12.67781907,2,0.035334201,115.3518,1985,2,2,3,2277.036
NCB42,11.8,1,0.008596051,115.3492,2009,2,2,2,1621.8888
FDR13,9.895,2,0.028765486,115.3492,1999,2,2,1,1274.3412
FDE21,12.67919421,1,0.066702843,115.3492,1985,2,2,3,3823.0236
FDU50,5.75,2,0.075287081,115.3176,1999,2,2,1,572.588
FDQ09,7.235,1,0.058369013,115.2834,2009,2,2,2,1267.0174
FDH38,12.68384586,1,0.018275994,115.2808,1985,1,1,4,117.1808
NCG55,16.25,1,0.066738553,115.2176,2007,1,2,1,3206.4928
NCS38,12.6825047,1,0.066759305,115.2176,1985,2,2,3,1030.6584
NCH30,17.1,1,0.06725846,115.186,1999,2,2,1,2490.092
FDH58,12.3,1,0.037014587,115.1834,2002,1,2,1,1958.1178
FDQ09,7.235,1,0.066789185,115.1834,2002,1,2,1,1382.2008
FDI32,17.7,1,0.291865402,115.1834,1998,1,2,4,345.5502
NCN26,10.85,3,0.028674471,115.1808,2004,1,2,1,3866.9664
NCN26,10.85,1,0.028679894,115.1808,1997,1,2,1,2109.2544
FDC44,15.6,1,0.172453254,115.1518,1987,3,2,1,683.1108
NCA18,10.1,1,0.056030907,115.1492,1987,3,2,1,1737.738
FDB29,16.7,2,0.052401766,115.1176,2004,1,2,1,1488.7288
DRD25,6.135,1,0.132183029,115.086,1998,1,2,4,452.744
FDI32,17.7,1,0.066718054,115.0834,2002,1,2,1,2764.4016
FDG46,8.63,2,0.032960823,115.0518,1999,2,2,1,1366.2216
NCD07,9.1,1,0.055382616,115.0518,1987,3,2,1,683.1108
DRO35,13.85,1,0.034624104,115.0492,1999,2,2,1,4054.722
FDD21,10.3,2,0.06676301,115.0176,1987,3,2,1,4122.6336
NCK54,12.15,1,0.029569276,115.015,1999,2,2,1,2912.875
FDE21,12.8,1,0.02299122,114.9492,2002,1,2,1,1737.738
FDY10,17.6,1,0.049167388,114.9176,2002,1,2,1,1946.7992
FDX01,10.1,1,0.024201905,114.915,1999,2,2,1,2796.36
FDQ09,7.235,1,0.058222587,114.8834,1999,2,3,1,3340.3186
FDQ55,13.65,2,0.013091186,114.8834,2009,2,2,2,1612.5676
FDS34,19.35,2,0.076914745,114.8518,2002,1,2,1,1707.777
FDC44,15.6,1,0.172596885,114.8518,1997,1,2,1,2163.1842
NCB42,11.8,3,0.008609602,114.8492,2007,1,3,1,1390.1904
NCX05,15.2,1,0.097258937,114.8492,2002,1,2,1,1506.0396
FDQ55,13.65,2,0.013035609,114.7834,2004,1,2,1,3455.502
FDG46,8.63,2,0.055084019,114.7518,1998,1,2,4,455.4072
FDB29,16.7,2,0.052708138,114.7176,2007,1,2,1,2404.8696
FDU50,5.75,2,0.075595405,114.7176,2007,1,2,1,1259.6936
FDD48,10.395,1,0.030219852,114.7176,2002,1,2,1,2748.4224
FDX01,10.1,1,0.024159767,114.715,2004,1,2,1,815.605
NCK54,12.15,1,0.029583249,114.715,2002,1,2,1,1048.635
NCK54,12.68586601,1,0.029380407,114.715,1985,2,2,3,1864.24
NCH30,17.1,1,0.066890636,114.686,2009,2,2,2,1358.232
FDG46,8.63,2,0.032976399,114.6518,2002,1,2,1,2846.295
NCH30,17.1,1,0.067141355,114.586,2004,1,2,1,2942.836
NCH30,17.1,1,0.067290244,114.586,2002,1,2,1,1584.604
DRE12,4.59,1,0.070780558,114.586,1997,1,2,1,1245.046
NCR17,9.8,1,0.024378706,114.5492,2004,1,2,1,1274.3412
DRO47,10.195,1,0.112859454,114.486,2007,1,2,1,2490.092
FDC44,15.6,1,0.173573164,114.4518,2007,1,2,1,2390.8878
DRF49,7.27,3,0.071064499,114.4518,2004,1,2,1,1366.2216
NCD07,9.1,1,0.066884948,114.4518,1997,1,2,1,1593.9252
NCX05,15.2,3,0.097457483,114.4492,2009,2,2,2,579.246
FDD21,10.3,2,0.030563449,114.4176,2004,1,2,1,2633.9048
DRD25,6.135,1,0.079094835,114.386,1999,2,2,1,1018.674
NCH30,17.1,1,0.067154053,114.386,1997,1,2,1,1245.046
FDS37,7.655,1,0.031994534,114.3492,1999,2,2,1,1853.5872
NCS38,8.6,1,0.090374342,114.3176,2002,1,2,1,1946.7992
DRD25,6.135,1,0.066907549,114.286,1997,1,2,1,2376.906
DRF49,7.27,1,0.071077939,114.2518,1997,1,2,1,2618.5914
DRO35,13.85,3,0.034765901,114.2492,2007,1,2,1,1853.5872
FDH56,9.8,2,0.106816919,114.2492,1998,1,2,4,463.3968
FDD21,10.3,2,0.030693756,114.2176,2009,2,3,2,2175.8344
NCH30,12.70028396,1,0.066828857,114.186,1985,2,2,3,1924.162
FDC44,15.6,1,0.172946916,114.1518,2002,1,2,1,1821.6288
FDS37,7.655,1,0.031938828,114.1492,2004,1,2,1,1158.492
FDS37,7.655,1,0.05346916,114.1492,1998,1,2,4,115.8492
FDI02,15.7,2,0.115031783,114.1202,2009,2,2,2,787.6414
NCM19,12.65,1,0.047197936,114.1202,1987,3,2,1,3488.1262
DRO47,10.195,1,0.066909202,114.086,1997,1,2,1,1810.976
NCR17,12.70287885,1,0.02426524,114.0492,2009,2,4,3,3938.8728
NCR17,9.8,1,0.024363026,114.0492,1987,3,2,1,2085.2856
FDC29,8.39,2,0.024304264,114.0176,2009,2,2,2,1488.7288
FDC29,8.39,2,0.024205661,114.0176,1997,1,2,1,2290.352
FDS34,19.35,2,0.076878416,113.9518,1999,2,2,1,1138.518
FDS07,12.35,1,0.099757833,113.9518,1997,1,2,1,910.8144
FDB29,16.7,2,0.052493162,113.9176,1999,2,2,1,2519.3872
FDY01,11.8,2,0.170548238,113.8834,1999,2,2,1,1382.2008
FDH56,9.8,2,0.063764099,113.8492,1987,3,2,1,1737.738
NCM19,12.65,1,0.047333044,113.8202,2002,1,2,1,1800.3232
DRI11,8.26,1,0.057585723,113.7834,1998,1,2,4,115.1834
FDD22,10,1,0.099804623,113.7544,1999,2,2,1,3243.7776
FDQ46,7.51,1,0.103813029,113.7544,1997,1,2,1,671.1264
FDS07,12.35,1,0.100322104,113.7518,2007,1,2,1,2049.3324
FDI02,15.7,2,0.11454343,113.7202,2004,1,2,1,3263.0858
FDQ09,7.235,1,0.058083831,113.6834,1987,3,2,1,230.3668
FDS07,12.35,1,0.100164204,113.6518,2009,2,2,2,1593.9252
FDC29,8.39,2,0.024342578,113.6176,2007,1,2,1,2862.94
FDQ46,7.51,1,0.104400238,113.5544,2007,1,2,1,894.8352
FDZ48,12.71454299,1,0.132995494,113.5544,1985,1,1,4,223.7088
DRF49,7.27,1,0.071222087,113.5518,2002,1,2,1,569.259
FDG46,8.63,2,0.032882271,113.5518,1987,3,2,1,2732.4432
FDM58,16.85,2,0.079690403,113.4544,1997,1,2,1,2908.2144
FDS34,19.35,3,0.076744561,113.4518,2004,1,2,1,1593.9252
FDB29,16.7,2,0.052625179,113.4176,2009,2,2,2,1488.7288
FDK45,11.65,3,0.033858187,113.386,1997,1,2,1,2603.278
FDF46,7.07,1,0.093653464,113.3834,2004,1,2,1,1267.0174
DRI11,8.26,1,0.034457776,113.3834,1999,2,2,1,2073.3012
FDD22,10,1,0.100055625,113.3544,2009,2,2,2,3467.4864
NCN18,8.895,1,0.125222705,113.3544,2009,2,2,2,1006.6896
NCY53,20,1,0.05848134,113.3544,1997,1,2,1,2572.6512
DRE12,4.59,1,0.070721656,113.286,1987,3,2,1,1471.418
DRD25,12.71972179,1,0.078589629,113.286,1985,2,2,3,2716.464
FDI32,17.7,1,0.174644552,113.2834,1999,2,2,1,1727.751
FDI32,12.71778318,1,0.173529036,113.2834,1985,2,2,3,4376.9692
FDQ09,12.71778318,1,0.057850699,113.2834,1985,2,2,3,4376.9692
DRI11,12.71778318,1,0.034237682,113.2834,1985,2,2,3,2303.668
FDF46,12.71778318,1,0.164006137,113.2834,1985,1,1,4,575.917
FDA51,12.71778318,2,0.163882129,113.2518,1985,2,2,3,3415.554
FDR02,16.7,3,0.022190488,113.1886,2007,1,2,1,3335.658
FDR08,12.71623248,1,0.065872936,113.1886,1985,1,1,4,111.1886
FDH58,12.3,1,0.036939673,113.1834,1997,1,2,1,3109.9518
FDZ48,17.75,1,0.07626905,113.1544,2009,2,2,2,1006.6896
NCN18,8.895,1,0.124610886,113.1544,1987,3,2,1,4250.4672
FDN12,12.71592203,3,0.08071118,113.1544,1985,2,2,3,3355.632
FDD21,10.3,2,0.030569229,113.1176,1997,1,2,1,4695.2216
FDY10,12.71686427,1,0.048830264,113.1176,1985,2,2,3,2404.8696
FDY10,17.6,1,0.049267759,113.0176,2009,2,2,2,2862.94
FDZ52,19.2,1,0.100230114,112.9886,1999,2,2,1,1667.829
NCH30,17.1,1,0.112402118,112.986,1998,1,2,4,113.186
FDR22,19.35,2,0.018667601,112.9544,2007,1,2,1,2908.2144
FDR22,19.35,2,0.018591464,112.9544,1999,2,2,1,1342.2528
NCS38,8.6,1,0.090191431,112.9176,1997,1,2,1,458.0704
FDU50,12.70713057,2,0.074806196,112.9176,1985,2,2,3,3435.528
DRE12,12.70713057,1,0.0704378,112.886,1985,2,2,3,2942.836
FDU50,5.75,2,0.075107656,112.8176,1987,3,2,1,1374.2112
FDZ52,19.2,1,0.099991245,112.7886,1987,3,2,1,1779.0176
FDL20,12.70731221,1,0.224837308,112.7886,1985,1,1,4,222.3772
FDN12,15.6,1,0.081562686,112.7544,2007,1,2,1,1118.544
FDP40,4.555,2,0.034350673,112.7544,2004,1,2,1,1789.6704
NCN18,8.895,3,0.124967595,112.7544,2002,1,2,1,3467.4864
FDS34,19.35,2,0.077193256,112.7518,2007,1,2,1,683.1108
FDY10,17.6,1,0.049144165,112.7176,1999,2,2,1,1717.764
FDD21,10.3,2,0.030616757,112.7176,1999,2,2,1,343.5528
FDB29,16.7,2,0.052368061,112.7176,1987,3,2,1,801.6232
FDC29,12.70572381,2,0.024088444,112.7176,1985,2,2,3,1832.2816
FDZ52,19.2,1,0.100640587,112.6886,2007,1,2,1,1779.0176
DRD25,6.135,1,0.079132212,112.686,2002,1,2,1,2942.836
FDP40,4.555,2,0.034357169,112.6544,1997,1,2,1,2684.5056
FDY03,12.70895522,2,0.133279499,112.6202,1985,1,1,4,675.1212
NCS38,8.6,1,0.090558833,112.6176,2009,2,2,2,3091.9752
FDC29,8.39,2,0.024201084,112.6176,2004,1,2,1,2175.8344
NCD07,9.1,1,0.055514919,112.5518,1999,2,2,1,341.5554
NCV41,14.35,1,0.017038777,112.5228,1997,1,2,1,1989.4104
NCM19,12.65,1,0.047237246,112.5202,1997,1,2,1,787.6414
FDZ52,19.2,1,0.100055601,112.4886,2004,1,2,1,1223.0746
DRO47,10.195,1,0.187841082,112.486,1998,1,2,4,113.186
FDQ46,7.51,1,0.104023565,112.4544,2002,1,2,1,2013.3792
FDZ48,17.75,3,0.07607772,112.4544,1999,2,2,1,2348.9424
FDZ48,17.75,1,0.075959623,112.4544,1997,1,2,1,2460.7968
FDL32,15.7,2,0.066655002,112.4544,1987,3,2,1,1230.3984
FDU45,15.6,2,0.035506142,112.4518,1997,1,3,1,3301.7022
FDL20,17.1,1,0.128674983,112.3886,2002,1,2,1,2334.9606
FDN12,15.6,1,0.081103929,112.3544,1997,1,2,1,1006.6896
FDN12,15.6,1,0.081036436,112.3544,1987,3,2,1,2572.6512
FDU45,12.7032418,2,0.06216667,112.3518,1985,1,1,4,683.1108
FDC26,10.195,1,0.126579586,112.2886,1999,2,2,1,2557.3378
FDK45,11.65,1,0.034049703,112.286,2007,1,2,1,452.744
FDM58,12.70465006,3,0.066649823,112.2544,2009,2,4,3,3914.904
FDA51,8.05,2,0.164542555,112.2518,1987,3,2,1,1707.777
FDS07,12.35,1,0.099674817,112.2518,1987,3,2,1,1366.2216
FDC26,10.195,1,0.126383094,112.1886,1997,1,2,1,667.1316
FDK45,11.65,1,0.033851785,112.186,2004,1,2,1,1018.674
FDG46,12.70804554,2,0.032750291,112.1518,1985,2,3,3,5351.0346
FDU45,15.6,2,0.035561344,112.1518,1999,2,2,1,1821.6288
FDA51,8.05,2,0.164679597,112.1518,1997,1,2,1,1252.3698
FDS34,12.70874554,2,0.076387367,112.1518,1985,2,2,3,3870.9612
FDS25,6.885,2,0.14057889,112.1228,2009,2,2,2,663.1368
FDZ46,7.485,1,0.069231189,112.1228,1999,2,2,1,1215.7508
FDR22,19.35,2,0.031069993,112.0544,1998,1,2,4,223.7088
DRF49,12.71049405,1,0.124448295,112.0518,1985,1,1,4,113.8518
FDG41,8.84,2,0.076995176,112.0228,2007,1,2,1,1215.7508
NCM19,12.71203057,1,0.047008497,112.0202,1985,2,3,3,5063.409
FDI02,15.7,2,0.11521312,112.0202,2007,1,2,1,3150.5656
FDI02,15.7,2,0.114565093,112.0202,1997,1,2,1,337.5606
FDL20,17.1,1,0.128390273,111.9886,2004,1,2,1,1445.4518
FDL20,17.1,1,0.066524615,111.9886,1997,1,2,1,3002.0922
DRD25,6.135,1,0.078957122,111.986,2004,1,2,1,1697.79
DRE12,4.59,1,0.070767174,111.986,2004,1,2,1,792.302
NCN18,8.895,1,0.066540986,111.9544,2004,1,2,1,1565.9616
FDC44,15.6,1,0.066562846,111.9518,1999,2,2,1,2163.1842
DRF49,7.27,1,0.071188446,111.9518,1999,2,2,1,1138.518
FDZ52,19.2,1,0.100482186,111.8886,2009,2,2,2,1667.829
FDS36,8.38,2,0.046960237,111.857,1999,2,2,1,2966.139
FDS59,12.71369019,2,0.076851759,111.857,1985,1,1,4,109.857
FDM58,16.85,2,0.080015028,111.8544,2009,2,2,2,1677.816
FDN12,15.6,1,0.066570706,111.8544,2009,2,2,2,1454.1072
DRF49,7.27,1,0.07136748,111.8518,2009,2,2,2,2277.036
FDY03,17.6,2,0.076058484,111.8202,1987,3,2,1,2025.3636
DRO47,10.195,1,0.112203445,111.786,2004,1,2,1,1697.79
FDQ46,7.51,1,0.10423592,111.7544,2009,2,4,2,2460.7968
NCN18,12.71419265,1,0.124110734,111.7544,1985,2,2,3,4138.6128
FDY03,17.6,2,0.076121831,111.7202,1997,1,2,1,1125.202
FDL20,17.1,1,0.128614205,111.6886,1999,2,2,1,1556.6404
DRO47,10.195,1,0.112399145,111.686,1999,2,2,1,2263.72
DRE12,4.59,1,0.070890602,111.686,1999,2,2,1,1584.604
FDK45,11.65,1,0.033830011,111.686,1987,3,2,1,1584.604
DRD25,12.7151682,1,0.138269873,111.686,1985,1,1,4,452.744
FDD52,18.25,2,0.18329488,111.657,1997,1,2,1,1537.998
NCY53,20,1,0.058812134,111.6544,2007,1,2,1,1565.9616
FDM58,16.85,2,0.079624087,111.6544,1987,3,2,1,2125.2336
FDL32,12.70837009,2,0.214423791,111.6544,1985,1,1,4,335.5632
FDK45,11.65,1,0.033926852,111.586,2002,1,2,1,3395.58
FDK45,12.70879462,1,0.059281315,111.586,1985,1,1,4,339.558
FDN12,15.6,1,0.13575135,111.5544,1998,1,2,4,223.7088
FDE09,12.70763443,1,0.021498768,111.5228,1985,2,2,3,1768.3648
FDM58,16.85,2,0.080141165,111.4544,2007,1,2,1,2013.3792
FDZ48,17.75,1,0.076113671,111.4544,2002,1,2,1,1006.6896
FDS25,6.885,2,0.1408005,111.4228,2007,1,2,1,2984.1156
FDP40,4.555,2,0.034410585,111.3544,1999,2,2,1,1342.2528
NCV42,6.26,1,0.031599715,111.3228,2007,1,2,1,2431.5016
FDE09,8.775,1,0.066393636,111.3228,1999,2,2,1,1436.7964
FDX50,20.1,1,0.074565098,111.3228,1987,3,2,1,663.1368
FDY03,17.6,2,0.127412338,111.3202,1998,1,2,4,337.5606
DRD25,6.135,3,0.079293753,111.286,2009,2,2,2,2263.72
FDX21,7.05,1,0.084966021,111.1912,1997,1,2,1,1965.4416
FDM56,12.71372482,1,0.122896411,111.1912,1985,1,1,4,218.3824
FDX21,12.71372482,1,0.148764535,111.1912,1985,1,1,4,109.1912
FDR08,18.7,1,0.037835765,111.1886,2007,1,2,1,2334.9606
FDL20,12.71131197,1,0.127792701,111.1886,1985,2,2,3,4447.544
DRE12,4.59,1,0.066325066,111.186,2002,1,2,1,1245.046
FDZ48,17.75,1,0.076389281,111.1544,2007,1,2,1,1118.544
FDV07,9.5,1,0.031331581,111.1228,1999,2,2,1,663.1368
FDY03,12.7138519,2,0.075753207,111.1202,1985,2,2,3,3150.5656
FDR08,18.7,1,0.037681448,111.0886,1999,2,2,1,222.3772
NCY53,20,1,0.058719568,111.0544,2009,2,2,2,894.8352
FDL32,15.7,2,0.204984538,111.0544,1998,1,2,4,223.7088
NCV42,6.26,1,0.052593952,111.0228,1998,1,2,4,221.0456
FDV07,12.70988884,1,0.031131455,111.0228,1985,2,2,3,3205.1612
NCI54,15.2,1,0.033735909,110.9912,2009,2,2,2,1856.2504
FDM56,12.70888192,1,0.069851683,110.9912,1985,2,2,3,1310.2944
FDC26,10.195,1,0.211539389,110.9886,1998,1,2,4,111.1886
FDW19,12.35,2,0.064441812,110.957,1998,1,2,4,219.714
FDT51,11.65,2,0.010963269,110.9544,2009,2,3,2,335.5632
FDY03,17.6,2,0.076276208,110.9202,2002,1,2,1,1687.803
FDR02,16.7,1,0.022110425,110.8886,2002,1,2,1,3558.0352
FDD52,18.25,2,0.183579854,110.857,1999,2,2,1,1977.426
FDS59,14.8,2,0.073468631,110.857,1998,1,2,4,329.571
FDT51,11.65,2,0.018275816,110.8544,1998,1,2,4,111.8544
FDT51,11.65,2,0.010909704,110.8544,1987,3,2,1,1677.816
NCI54,15.2,1,0.056237906,110.7912,1998,1,2,4,109.1912
FDR08,18.7,1,0.037622954,110.7886,1997,1,2,1,1334.2632
FDW19,12.35,2,0.038500421,110.757,1997,1,2,1,1208.427
FDV07,9.5,1,0.031346387,110.7228,2002,1,2,1,1657.842
FDX50,20.1,3,0.074778547,110.7228,2002,1,2,1,1657.842
FDG41,8.84,2,0.076681143,110.7228,1999,2,2,1,1657.842
FDE09,8.775,1,0.036159635,110.7228,1998,1,2,4,331.5684
FDC26,10.195,1,0.126897925,110.6886,2009,1,4,2,1223.0746
FDW19,12.35,2,0.038718195,110.657,2007,1,2,1,2087.283
FDS59,14.8,2,0.043982464,110.657,2002,1,2,1,2966.139
FDR33,12.70310106,1,0.04690397,110.657,1985,1,1,4,659.142
FDQ46,7.51,1,0.103726639,110.6544,1987,3,2,1,1901.5248
FDT51,12.7052181,2,0.019117392,110.6544,1985,1,1,4,223.7088
FDR02,16.7,1,0.022065676,110.5886,1997,1,2,1,1556.6404
FDS36,8.38,2,0.046848322,110.557,1987,3,2,1,3844.995
FDR22,19.35,2,0.018562604,110.5544,1997,1,2,1,1565.9616
FDY03,17.6,2,0.076552407,110.5202,2007,1,2,1,450.0808
NCI54,15.2,1,0.066397728,110.4912,2007,1,2,1,1637.868
NCM42,6.13,1,0.02848169,110.4912,2007,1,2,1,1310.2944
NCI54,12.70230486,3,0.058827583,110.4912,1985,1,1,4,436.7648
NCY53,12.70230486,1,0.058198141,110.4544,1985,2,2,3,4250.4672
FDV07,9.5,1,0.066438255,110.4228,2007,1,2,1,1547.3192
FDX50,20.1,1,0.075049323,110.4228,2007,1,2,1,1105.228
FDQ16,19.7,3,0.041803291,110.3912,1999,2,2,1,3275.736
FDR33,7.31,1,0.026788937,110.357,1997,1,2,1,3185.853
FDD52,18.25,2,0.183142346,110.357,1987,3,2,1,2087.283
FDV07,9.5,1,0.031410378,110.3228,2009,2,2,2,2763.07
NCV41,14.35,1,0.017108186,110.3228,2009,2,2,2,552.614
FDX50,20.1,1,0.074627201,110.3228,1997,1,2,1,1768.3648
NCQ43,17.75,1,0.111527348,110.2912,2002,1,2,1,873.5296
NCQ43,12.69318294,1,0.194874778,110.2912,1985,1,1,4,218.3824
FDR08,18.7,1,0.037699254,110.2886,2002,1,2,1,2223.772
FDZ52,19.2,1,0.100074524,110.2886,1997,1,2,1,778.3202
FDR02,16.7,1,0.022047313,110.2886,1987,3,2,1,1890.2062
FDR22,19.35,2,0.01863822,110.2544,2009,2,2,2,1677.816
FDR22,19.35,2,0.018600249,110.2544,2002,1,2,1,2908.2144
FDN12,15.6,1,0.08126841,110.2544,2002,1,2,1,1789.6704
NCY53,20,1,0.066447876,110.2544,1987,3,2,1,1454.1072
NCV42,6.26,1,0.031470832,110.2228,1999,2,2,1,1547.3192
FDR02,16.7,1,0.022099982,110.1886,1999,2,2,1,1334.2632
FDD52,18.25,2,0.184041545,110.157,2009,2,2,2,1867.569
FDS36,8.38,2,0.047152554,110.157,2007,1,2,1,3185.853
FDS59,12.67716934,2,0.04368089,110.157,1985,2,2,3,2306.997
FDL32,15.7,2,0.123159656,110.1544,2007,1,2,1,1230.3984
FDQ46,7.51,1,0.103793399,110.1544,2004,1,2,1,2684.5056
FDL32,15.7,2,0.122657336,110.1544,1999,2,2,1,1565.9616
FDP40,4.555,2,0.034328578,110.1544,1987,3,2,1,1230.3984
FDP40,12.68015889,2,0.060154968,110.1544,1985,1,1,4,111.8544
FDC21,14.6,2,0.043201813,110.1254,2007,1,2,1,1844.9318
FDJ40,13.6,2,0.049579883,110.0912,2004,1,2,1,1965.4416
NCM42,6.13,1,0.028365524,110.0912,1999,2,2,1,1637.868
FDM58,16.85,2,0.066460349,110.0544,1999,2,2,1,2572.6512
FDO44,12.6,1,0.087630566,110.0228,2002,1,2,1,3205.1612
FDW19,12.68000207,2,0.038313981,109.957,1985,2,2,3,4504.137
FDR22,12.68000207,2,0.018472714,109.9544,1985,2,3,3,5257.1568
FDC28,12.68000207,1,0.066501805,109.9254,1985,1,1,4,108.5254
FDG41,8.84,2,0.076873991,109.9228,2009,2,2,2,1547.3192
FDO44,12.6,1,0.087436672,109.9228,2004,1,2,1,663.1368
FDM56,16.7,1,0.070133177,109.8912,1987,3,2,1,873.5296
FDX21,12.67996066,3,0.084554569,109.8912,1985,2,2,3,2074.6328
NCP41,16.6,1,0.016276741,109.8596,2009,2,2,2,1617.894
DRG11,6.385,1,0.083768522,109.8596,1987,3,2,1,3235.788
FDS36,8.38,2,0.046878474,109.857,2004,1,2,1,2306.997
FDW19,12.35,2,0.038560279,109.857,1999,2,2,1,1208.427
FDM58,16.85,2,0.133385398,109.8544,1998,1,2,4,223.7088
FDC21,14.6,2,0.042923071,109.8254,1987,3,2,1,1627.881
NCV41,14.35,1,0.017135155,109.8228,2007,1,2,1,1657.842
NCV41,14.35,1,0.017024598,109.8228,1987,3,2,1,2099.9332
FDX21,7.05,3,0.084949955,109.7912,2004,1,2,1,1091.912
FDR33,7.31,1,0.026843265,109.757,2002,1,2,1,1208.427
FDC21,14.6,2,0.043133816,109.7254,2009,2,2,2,651.1524
FDO44,12.6,1,0.087380432,109.7228,1987,3,2,1,1547.3192
FDE09,12.68276321,1,0.037824735,109.7228,1985,1,1,4,331.5684
NCI54,15.2,1,0.03366718,109.6912,2002,1,2,1,1419.4856
FDX50,20.1,1,0.124910635,109.6228,1998,1,2,4,110.5228
FDR02,16.7,3,0.022155562,109.5886,2009,2,2,2,1000.6974
FDW19,12.35,2,0.038578501,109.557,2002,1,2,1,1757.712
FDG34,11.5,2,0.037723476,109.5254,2009,2,2,2,1953.4572
FDG34,11.5,2,0.037563325,109.5254,2004,1,2,1,1627.881
FDG41,8.84,2,0.076547632,109.5228,2004,1,2,1,1657.842
NCV41,14.35,1,0.017073332,109.5228,2002,1,2,1,1657.842
FDE09,8.775,1,0.021647195,109.5228,2002,1,2,1,994.7052
NCV41,14.35,1,0.017065268,109.5228,1999,2,2,1,1768.3648
FDX50,12.67990598,1,0.074265816,109.5228,1985,2,2,3,3757.7752
FDS25,12.67990598,2,0.139330557,109.5228,1985,2,2,3,3426.2068
FDL20,17.1,1,0.129140919,109.4886,2007,1,2,1,1667.829
FDZ60,20.5,1,0.119848041,109.4596,2009,2,2,2,431.4384
FDF33,12.6747867,1,0.066585843,109.4596,1985,2,2,3,1833.6132
NCP41,12.6747867,1,0.028382853,109.4596,1985,1,1,4,647.1576
FDV56,16.1,2,0.013623294,109.3596,2002,1,2,1,1186.4556
NCV41,12.67335356,3,0.016956266,109.3228,1985,2,2,3,2431.5016
FDQ16,19.7,1,0.041730507,109.2912,2004,1,2,1,2402.2064
FDC26,10.195,1,0.126359196,109.2886,2004,1,2,1,1334.2632
FDC28,7.905,1,0.055098434,109.2254,2002,1,2,1,976.7286
NCV41,14.35,1,0.028519419,109.2228,1998,1,2,4,221.0456
FDO44,12.67274308,1,0.087029712,109.2228,1985,2,2,3,3205.1612
FDM03,12.67274308,1,0.066655639,109.1938,1985,2,2,3,2036.6822
FDM56,16.7,1,0.066678728,109.1912,2009,2,2,2,545.956
FDQ16,19.7,3,0.041703666,109.1912,1987,3,2,1,1637.868
FDR08,18.7,1,0.03761584,109.1886,2004,1,2,1,1890.2062
FDR02,16.7,1,0.036933417,109.1886,1998,1,2,4,222.3772
FDZ52,12.66388119,1,0.099589909,109.1886,1985,2,2,3,4225.1668
DRG11,6.385,1,0.14032811,109.1596,1998,1,2,4,107.8596
FDD52,12.66651827,2,0.182407266,109.157,1985,2,2,3,1867.569
FDC28,7.905,1,0.066653788,109.1254,2007,1,2,1,1627.881
DRG11,6.385,1,0.084179812,109.0596,2009,2,2,2,1941.4728
FDS59,14.8,2,0.04407225,109.057,2009,2,2,2,1428.141
FDS59,14.8,2,0.043856919,109.057,1987,3,2,1,2746.425
FDZ46,7.485,1,0.06911065,109.0228,2004,1,2,1,2542.0244
NCI54,15.2,1,0.033651278,108.9912,1999,2,2,1,1965.4416
FDZ60,20.5,1,0.119547387,108.9596,1999,2,2,1,539.298
DRG11,6.385,1,0.066678904,108.9596,1997,1,2,1,1186.4556
FDM14,12.66983565,1,0.013199737,108.9254,1985,2,2,3,2713.135
NCW05,20.25,1,0.148372897,108.8938,2002,1,2,1,3644.5892
NCQ43,17.75,1,0.111931193,108.8912,2007,1,2,1,327.5736
NCP41,16.6,1,0.016197216,108.8596,1987,3,2,1,970.7364
FDX21,7.05,1,0.1422157,108.7912,1998,1,2,4,109.1912
FDS15,9.195,2,0.078502143,108.7596,2007,1,2,1,2588.6304
FDS59,14.8,2,0.043885147,108.757,2004,1,2,1,1867.569
FDZ46,7.485,1,0.069514712,108.7228,2007,1,2,1,1326.2736
FDX50,20.1,1,0.07461309,108.7228,2004,1,2,1,1215.7508
FDS25,6.885,2,0.140008554,108.7228,1997,1,2,1,2542.0244
NCS18,12.65,1,0.042211119,108.6938,1997,1,2,1,1393.5194
NCQ43,17.75,1,0.066650765,108.6912,2009,2,2,2,1201.1032
FDQ16,19.7,1,0.041974489,108.6912,2007,1,2,1,2183.824
FDX21,7.05,1,0.085138334,108.6912,2002,1,2,1,1310.2944
FDJ40,13.6,2,0.049547993,108.6912,1987,3,2,1,2402.2064
FDJ40,12.66411827,2,0.049349121,108.6912,1985,2,2,3,3057.3536
FDC28,7.905,1,0.054986919,108.6254,1997,1,2,1,1844.9318
