person,tot,time,role,dialogue
ROMNEY,47.16,time 1,candidate,"And likewise, a study by McKinsey and Company of American businesses said thirty percent of them are anticipating dropping people from coverage."
ROMNEY,47.17,time 1,candidate,"So for those reasons, for the tax, for Medicare, for this board, and for people losing their insurance, this is why the American people don't want Medicare don't want Obamacare."
ROMNEY,47.18,time 1,candidate,"It's why Republicans said, do not do this, and the Republicans had had the plan."
ROMNEY,47.19,time 1,candidate,They put a plan out.
ROMNEY,47.2,time 1,candidate,"First of all, I like the way we did it in Massachusetts."
ROMNEY,47.2,time 1,candidate,"They put out a plan, a bipartisan plan."
ROMNEY,47.21,time 1,candidate,It was swept aside.
ROMNEY,47.22,time 1,candidate,"I think something this big, this important has to be done on a bipartisan basis."
ROMNEY,47.23,time 1,candidate,And we have to have a president who can reach across the aisle and fashion important legislation with the input from both parties.
ROMNEY,47.3,time 1,candidate,"I like the fact that in my state, we had Republicans and Democrats come together and work together."
ROMNEY,47.4,time 1,candidate,What you did instead was to push through a plan without a single Republican vote.
ROMNEY,47.5,time 1,candidate,"As a matter of fact, when Massachusetts did something quite extraordinary elected a Republican senator to stop Obamacare, you pushed it through anyway."
ROMNEY,47.6,time 1,candidate,"So entirely on a partisan basis, instead of bringing America together and having a discussion on this important topic, you pushed through something that you and Nancy Pelosi and Harry Reid thought was the best answer and drove it through."
ROMNEY,47.7,time 1,candidate,"What we did in a legislature eighty seven percent Democrat, we worked together; two hundred legislators in my legislature, only two voted against the plan by the time we were finished."
ROMNEY,47.8,time 1,candidate,What were some differences?
ROMNEY,47.9,time 1,candidate,We didn't raise taxes.
ROMNEY,49.1,time 2,candidate,It's absolutely true.
ROMNEY,49.1,time 3,candidate,"Well I I absolutely believe that America has a a responsibility, and the privilege of helping defend freedom and promote the principles that that make the world more peaceful."
ROMNEY,49.1,time 3,candidate,"And for that to happen, we have to strengthen our economy here at home."
ROMNEY,49.11,time 3,candidate,You can't have twenty three million people struggling to get a job.
ROMNEY,49.12,time 3,candidate,You can't have an economy that over the last three years keeps slowing down its growth rate.
ROMNEY,49.13,time 3,candidate,"You can't have kids coming out of college, half of them can't find a job today, or a job that's commensurate with their college degree."
ROMNEY,49.14,time 3,candidate,We have to get our economy going.
ROMNEY,49.15,time 3,candidate,"And our military, we've got to strengthen our military long term."
ROMNEY,49.16,time 3,candidate,We don't know what the world is going to throw at us down the road.
ROMNEY,49.17,time 3,candidate,We we make decisions today in the military that that will confront challenges we can't imagine.
ROMNEY,49.18,time 3,candidate,"In the two thousand debates, there was no mention of terrorism, for instance."
ROMNEY,49.19,time 3,candidate,"And a year later, nine/eleven happened."
ROMNEY,49.2,time 2,candidate,"Look, there's no question but the people recognize that we have not produced more on federal lands and in federal waters."
ROMNEY,49.2,time 3,candidate,"And those principles include human rights, human dignity, free enterprise, freedom of expression, elections."
ROMNEY,49.2,time 3,candidate,"So, we have to make decisions based upon uncertainty, and that means a strong military."
ROMNEY,49.21,time 3,candidate,I will not cut our military budget.
ROMNEY,49.22,time 3,candidate,We have to also stand by our allies.
ROMNEY,49.23,time 3,candidate,I I think the tension that existed between Israel and the United States was very unfortunate.
ROMNEY,49.24,time 3,candidate,"I think also that pulling our missile defense program out of Poland in the way we did was also unfortunate in terms of, if you will, disrupting the relationship in some ways that existed between us."
ROMNEY,49.25,time 3,candidate,"And then, of course, with regards to standing for our principles, when when the students took to the streets in Tehran and the people there protested, the Green Revolution occurred, for the president to be silent I thought was an enormous mistake."
ROMNEY,49.26,time 3,candidate,"We have to stand for our principles, stand for our allies, stand for a strong military and stand for a stronger economy."
ROMNEY,49.3,time 2,candidate,"And coal, coal production is not up; coal jobs are not up."
ROMNEY,49.3,time 3,candidate,"Because when there are elections, people tend to vote for peace."
ROMNEY,49.4,time 2,candidate,"I was just at a coal facility, where some one thousand two hundred people lost their jobs."
ROMNEY,49.4,time 3,candidate,They don't vote for war.
ROMNEY,49.5,time 2,candidate,The right course for America is to have a true all of the above policy.
ROMNEY,49.5,time 3,candidate,So we want to promote those principles around the world.
ROMNEY,49.6,time 2,candidate,I don't think anyone really believes that you're a person who's going to be pushing for oil and gas and coal.
ROMNEY,49.6,time 3,candidate,We recognize that there are places of conflict in the world.
ROMNEY,49.7,time 2,candidate,You'll get your chance in a moment.
ROMNEY,49.7,time 3,candidate,We want to end those conflicts to the extent humanly possible.
ROMNEY,49.8,time 2,candidate,I'm still speaking.
ROMNEY,49.8,time 3,candidate,"But in order to be able to fulfill our role in the world, America must be strong."
ROMNEY,49.9,time 3,candidate,America must lead.
ROMNEY,51.1,time 2,candidate,And the answer is I don't believe people think that's the case|
ROMNEY,52.1,time 1,candidate,Well|
ROMNEY,53.1,time 2,candidate,That wasn't the question.
ROMNEY,53.1,time 3,candidate,I've got a policy for the future and agenda for the future.
ROMNEY,53.1,time 3,candidate,"Number two, we're going to increase our trade."
ROMNEY,53.11,time 3,candidate,Trade grows about twelve percent year.
ROMNEY,53.12,time 3,candidate,It doubles about every every five or so years.
ROMNEY,53.13,time 3,candidate,"We can do better than that, particularly in Latin America."
ROMNEY,53.14,time 3,candidate,The opportunities for us in Latin America we have just not taken advantage of fully.
ROMNEY,53.15,time 3,candidate,"As a matter of fact, Latin America's economy is almost as big as the economy of China."
ROMNEY,53.16,time 3,candidate,We're all focused on China.
ROMNEY,53.17,time 3,candidate,"Latin America is a huge opportunity for us time zone, language opportunities."
ROMNEY,53.18,time 3,candidate,"Number three, we're going to have to have training programs that work for our workers and schools that finally put the parents and the teachers and the kids first, and the teachers' unions going to have to go behind."
ROMNEY,53.19,time 3,candidate,And then we're going to have to get to a balanced budget.
ROMNEY,53.2,time 3,candidate,"And when it comes to our economy here at home, I know what it takes to create twelve million new jobs and rising take home pay."
ROMNEY,53.2,time 3,candidate,We can't expect entrepreneurs and businesses large and small to take their life savings or their company's money and invest in America if they think we're headed to the road to Greece.
ROMNEY,53.21,time 3,candidate,And that's where we're going right now unless we finally get off this spending and borrowing binge.
ROMNEY,53.22,time 3,candidate,And I'll get us on track to a balanced budget.
ROMNEY,53.23,time 3,candidate,"And finally, number five, we've got to champion small business."
ROMNEY,53.24,time 3,candidate,Small business is where jobs come from.
ROMNEY,53.25,time 3,candidate,Two thirds of our jobs come from small businesses.
ROMNEY,53.26,time 3,candidate,New business formation is down to the lowest level in thirty years under this administration.
ROMNEY,53.27,time 3,candidate,I want to bring it back and get back good jobs and rising take home pay.
ROMNEY,53.3,time 3,candidate,And what we've seen over the last four years is something I don't want to see over the next four years.
ROMNEY,53.4,time 3,candidate,The president said by now we'd be a five.
ROMNEY,53.5,time 3,candidate,four percent unemployment.
ROMNEY,53.6,time 3,candidate,We're nine million jobs short of that.
ROMNEY,53.7,time 3,candidate,"I will get America working again and see rising take home pay again, and I'll do it with five simple steps."
ROMNEY,53.8,time 3,candidate,"Number one, we are going to have North American energy independence."
ROMNEY,53.9,time 3,candidate,"We're going to do it by taking full advantage of oil, coal, gas, nuclear and our renewables."
ROMNEY,54.1,time 1,candidate,"Well, actually it's it's it's a lengthy description."
ROMNEY,54.1,time 1,candidate,"Your example of the Cleveland Clinic is my case in point, along with several others I could describe."
ROMNEY,54.11,time 1,candidate,This is the private market.
ROMNEY,54.12,time 1,candidate,"These are small these are enterprises competing with each other, learning how to do better and better jobs."
ROMNEY,54.13,time 1,candidate,"I used to consult to businesses excuse me, to hospitals and to health care providers."
ROMNEY,54.14,time 1,candidate,I was astonished at the creativity and innovation that exists in the American people.
ROMNEY,54.15,time 1,candidate,"In order to bring the cost of health care down, we don't need to have a board of fifteen people telling us what kinds of treatments we should have."
ROMNEY,54.16,time 1,candidate,"We instead need to put insurance plans, providers, hospitals, doctors on target such that they have an incentive, as you say, performance pay, for doing an excellent job, for keeping costs down, and that's happening."
ROMNEY,54.17,time 1,candidate,"Innermountain Healthcare does it superbly well, Mayo Clinic is doing it superbly well, Cleveland Clinic, others."
ROMNEY,54.18,time 1,candidate,"But the right answer is not to have the federal government take over health care and start mandating to the providers across America, telling a patient and a doctor what kind of treatment they can have."
ROMNEY,54.19,time 1,candidate,That's the wrong way to go.
ROMNEY,54.2,time 1,candidate,"But, number one, preexisting conditions are covered under my plan."
ROMNEY,54.2,time 1,candidate,The private market and individual responsibility always work best.
